,host_name,host_since,host_neighbourhood,property_type,room_type,price
20570,Shirley,2022-05-17,South Los Angeles,Private room in condo,Private room,
20571,Shirley,2022-05-17,South Los Angeles,Private room in condo,Private room,
20572,Oleksandra,2022-07-11,North Hollywood,Entire home,Entire home/apt,$318.00
20573,Hector,2013-03-13,Harbor Gateway North,Entire home,Entire home/apt,$237.00
20574,Anna And Jeremiah,2016-03-11,Sherman Oaks,Entire home,Entire home/apt,
20575,Bradford,2021-01-10,,Entire home,Entire home/apt,
20576,Jorge,2022-02-18,,Entire guesthouse,Entire home/apt,$102.00
20577,Meleah,2018-05-15,Eastside,Entire cottage,Entire home/apt,$132.00
20578,G,2011-10-17,Fairfax,Entire rental unit,Entire home/apt,$228.00
20579,True North,2016-02-21,Holiday Hills,Boat,Entire home/apt,"$5,000.00"
20580,Blueground,2016-12-16,Cambridge,Entire rental unit,Entire home/apt,$213.00
20581,Blueground,2016-12-16,Cambridge,Entire rental unit,Entire home/apt,$162.00
20582,Casa,2011-09-01,Mount Washington,Entire vacation home,Entire home/apt,$115.00
20583,Ruimeng,2020-11-11,,Entire guesthouse,Entire home/apt,$128.00
20584,Joy,2018-01-26,West Covina,Private room in home,Private room,$34.00
20585,Ying,2018-06-20,Walnut Valley,Entire guest suite,Entire home/apt,$104.00
20586,Shirley,2022-05-17,South Los Angeles,Private room in condo,Private room,
20587,Rod,2010-07-21,Venice,Entire bungalow,Entire home/apt,
20588,Ligia,2015-09-24,Van Nuys,Entire home,Entire home/apt,$169.00
20589,Jeff,2022-06-13,,Private room in home,Private room,$60.00
20590,Sara,2013-01-20,Brentwood,Private room in condo,Private room,$75.00
20591,Li,2022-03-29,,Private room in townhouse,Private room,$63.00
20592,Jeff,2022-06-13,,Private room in home,Private room,$49.00
20593,Wei,2013-06-09,,Tiny home,Entire home/apt,
20594,Yaxin,2019-09-22,,Entire home,Entire home/apt,
20595,Fredrik,2020-06-02,Central LA,Private room in townhouse,Private room,
20596,Elias,2018-09-23,South Los Angeles,Entire home,Entire home/apt,$193.00
20597,Elizabeth Law,2013-10-17,Central LA,Entire rental unit,Entire home/apt,$227.00
20598,Bienne,2018-06-22,Northridge,Private room in home,Private room,$60.00
20599,Angie & Bruce,2018-12-07,Westlake,Room in hotel,Private room,
20600,Andy,2015-10-03,Northridge,Entire home,Entire home/apt,$304.00
20601,Dan,2015-06-15,HollyGlen,Entire home,Entire home/apt,$299.00
20602,Thea,2013-04-13,,Private room in farm stay,Private room,
20603,Jaime,2016-07-08,Sherman Oaks,Entire loft,Entire home/apt,$160.00
20604,Kirsten,2016-11-04,Woodland Hills,Entire home,Entire home/apt,$350.00
20605,Andrea,2014-05-24,Central Malibu,Entire cottage,Entire home/apt,
20606,Padmapriya,2016-11-19,Windsor Hills,Entire home,Entire home/apt,$205.00
20607,Peter,2021-07-08,Downtown Los Angeles,Entire condo,Entire home/apt,$255.00
20608,Tina,2016-08-06,Westlake,Entire condo,Entire home/apt,$110.00
20609,Fieldtrip,2016-03-22,Corona Del Mar,Entire villa,Entire home/apt,"$1,084.00"
20610,Doug,2016-04-01,Central LA,Entire guesthouse,Entire home/apt,$91.00
20611,Marina,2014-11-07,Bel Air/Beverly Crest,Entire villa,Entire home/apt,"$6,000.00"
20612,Milad,2017-03-12,Woodland Hills,Entire guesthouse,Entire home/apt,$120.00
20613,James,2022-07-07,South Los Angeles,Private room in home,Private room,$95.00
20614,Bret,2018-07-24,Echo Park,Entire bungalow,Entire home/apt,
20615,Blueground,2016-12-16,Cambridge,Entire rental unit,Entire home/apt,$162.00
20616,Robb,2014-12-06,,Private room in rental unit,Private room,$99.00
20617,Yosi,2022-01-16,Canoga Park,Entire home,Entire home/apt,$273.00
20618,Jyoti,2016-09-07,Central Malibu,Entire guest suite,Entire home/apt,$200.00
20619,Sara,2013-08-25,Malibu,Entire home,Entire home/apt,$767.00
20620,Melissa,2011-09-27,Echo Park,Entire home,Entire home/apt,$105.00
20621,Elizabeth,2018-03-03,Newhall,Entire home,Entire home/apt,$348.00
20622,Tina,2022-07-01,Mid City,Private room in home,Private room,$369.00
20623,Ishmael,2019-05-06,Mid City,Entire rental unit,Entire home/apt,$110.00
20624,Kenny,2014-07-21,Central LA,Private room in rental unit,Private room,$99.00
20625,Xuebao,2022-06-28,,Private room in rental unit,Private room,
20626,Anthony,2020-10-07,South Los Angeles,Entire home,Entire home/apt,$413.00
20627,Anna,2018-06-01,Alamitos Beach,Entire condo,Entire home/apt,$172.00
20628,Blanca,2019-11-27,,Private room in home,Private room,$37.00
20629,Stefania,2016-07-17,Central LA,Entire condo,Entire home/apt,$175.00
20630,Eloísa,2016-05-25,Northeast Los Angeles,Entire home,Entire home/apt,$416.00
20631,Teresa,2016-06-01,,Entire home,Entire home/apt,$99.00
20632,Nancys,2015-07-02,Pacific Beach,Entire condo,Entire home/apt,$754.00
20633,Van,2022-07-08,,Entire home,Entire home/apt,$315.00
20634,Julia,2017-06-14,Ocean Park,Private room in condo,Private room,$112.00
20635,Sarah,2018-01-25,East Hollywood,Private room in townhouse,Private room,$76.00
20636,Liang,2016-05-02,,Private room in home,Private room,$55.00
20637,Derry,2022-06-01,,Entire home,Entire home/apt,
20638,Carla,2020-06-15,,Entire guest suite,Entire home/apt,$101.00
20639,Julia,2014-12-20,Central LA,Entire home,Entire home/apt,"$1,286.00"
20640,Lilen M,2017-02-19,Central LA,Entire home,Entire home/apt,
20641,Juliette,2018-10-12,Mid-City,Entire townhouse,Entire home/apt,$315.00
20642,DaniElle,2012-06-02,Hollywood,Entire rental unit,Entire home/apt,$147.00
20643,Patty,2017-10-10,,Entire rental unit,Entire home/apt,$180.00
20644,Murielle,2014-06-07,,Entire rental unit,Entire home/apt,$264.00
20645,Mansour,2022-03-14,Palms,Entire guesthouse,Entire home/apt,$124.00
20646,Katie,2016-05-12,Echo Park,Entire townhouse,Entire home/apt,$238.00
20647,Sara,2013-01-20,Brentwood,Entire condo,Entire home/apt,$399.00
20648,Rose,2013-09-08,Central LA,Entire rental unit,Entire home/apt,$122.00
20649,Suda,2022-07-13,,Entire condo,Entire home/apt,$469.00
20650,Carol,2016-07-30,North Long Beach,Entire bungalow,Entire home/apt,$160.00
20651,Amara,2021-11-02,Westwood,Entire condo,Entire home/apt,
20652,Danna,2015-08-12,,Entire villa,Entire home/apt,$449.00
20653,Whitney,2012-05-15,Northeast Los Angeles,Entire home,Entire home/apt,$165.00
20654,Behrouz,2022-07-14,Westlake,Room in hotel,Private room,$133.00
20655,Xuebao,2022-06-28,,Private room in condo,Private room,
20656,Parvin,2016-06-15,Westwood,Private room in home,Private room,$45.00
20657,Laura,2017-10-11,Venice,Entire guesthouse,Entire home/apt,$264.00
20658,Todd,2015-08-08,Wrigley Heights,Private room in home,Private room,$52.00
20659,Amy,2018-03-26,Malaga Cove,Private room in home,Private room,$63.00
20660,Jillian,2015-05-17,Sherwood Forest,Private room in home,Private room,$45.00
20661,Yong&Zhu,2022-07-09,,Entire home,Entire home/apt,$360.00
20662,Lucy,2016-05-13,,Entire bungalow,Entire home/apt,
20663,Rosie,2015-11-21,,Entire home,Entire home/apt,$258.00
20664,Adila,2012-12-17,East Hollywood,Private room in home,Private room,$42.00
20665,Marvin,2022-04-30,Chatsworth,Entire home,Entire home/apt,$314.00
20666,Beth,2017-08-26,North Hollywood,Entire home,Entire home/apt,
20667,Natalia & Jake,2014-03-10,Central LA,Entire condo,Entire home/apt,$204.00
20668,Karen,2022-07-13,Deer Springs,Private room in home,Private room,
20669,Yongxiang,2017-04-20,Irvine,Entire home,Entire home/apt,$318.00
20670,Shaun,2015-08-08,South Los Angeles,Entire home,Entire home/apt,$171.00
20671,Beverly,2022-07-14,,Entire townhouse,Entire home/apt,$650.00
20672,Gordon,2012-11-29,,Entire home,Entire home/apt,$509.00
20673,Julie,2022-05-23,,Entire villa,Entire home/apt,$275.00
20674,Lee,2013-08-17,South Redondo,Private room in guest suite,Private room,$128.00
20675,Julie,2022-05-23,,Entire guest suite,Entire home/apt,$189.00
20676,Nicholas,2012-09-04,Park Slope,Entire home,Entire home/apt,
20677,Alec And Hannah,2021-03-09,Downtown Los Angeles,Entire condo,Entire home/apt,$126.00
20678,Heidi,2012-11-20,Old Topanga,Entire guest suite,Entire home/apt,$165.00
20679,Debbie,2022-07-13,Alamitos Beach,Entire condo,Entire home/apt,$150.00
20680,Benedict,2016-02-15,Downtown Los Angeles,Entire rental unit,Entire home/apt,
20681,Sara,2013-01-20,Brentwood,Private room in condo,Private room,$55.00
20682,Michelle,2012-12-25,North Hollywood,Entire home,Entire home/apt,$251.00
20683,Doran,2009-08-01,Northeast Los Angeles,Entire rental unit,Entire home/apt,$88.00
20684,Elizabeth,2022-02-09,,Entire home,Entire home/apt,$233.00
20685,Claire,2018-07-17,Valley Village,Entire home,Entire home/apt,"$1,150.00"
20686,Christy,2014-01-23,Valencia,Private room in home,Private room,$69.00
20687,Judit,2022-07-02,Old Town Torrance,Entire home,Entire home/apt,$345.00
20688,Pablo,2019-01-30,Highland Park,Entire rental unit,Entire home/apt,$115.00
20689,Paulina,2013-09-12,,Entire home,Entire home/apt,$158.00
20690,Qing,2021-03-21,Westside,Private room in home,Private room,$68.00
20691,Arlene,2019-02-28,Downey,Entire home,Entire home/apt,$240.00
20692,Arlene,2019-02-28,Downey,Entire home,Entire home/apt,$290.00
20693,Lauri,2022-03-08,Newhall,Entire home,Entire home/apt,$325.00
20694,Nichola,2014-08-10,Northeast Los Angeles,Entire home,Entire home/apt,$115.00
20695,Justine,2013-09-11,Lake Balboa,Entire guest suite,Entire home/apt,$71.00
20696,Madison,2014-12-10,Central LA,Entire vacation home,Entire home/apt,"$1,595.00"
20697,Shavar,2016-08-18,,Entire home,Entire home/apt,
20698,Brandon Jeffrey,2022-07-17,Sunset Park,Entire guesthouse,Entire home/apt,$163.00
20699,Jennifer,2015-09-06,Magnolia Center,Entire bungalow,Entire home/apt,$282.00
20700,Helene,2013-08-24,Westchester/Playa Del Rey,Entire condo,Entire home/apt,$389.00
20701,Sudha,2015-03-31,South Los Angeles,Entire home,Entire home/apt,$145.00
20702,Josh,2016-05-24,,Entire rental unit,Entire home/apt,
20703,Archana,2022-07-16,Mar Vista,Entire rental unit,Entire home/apt,$150.00
20704,Neviana,2022-05-02,North Hollywood,Entire guesthouse,Entire home/apt,$154.00
20705,Andrew,2011-08-08,Northeast Los Angeles,Entire guest suite,Entire home/apt,$129.00
20706,Jason,2016-01-17,,Entire home,Entire home/apt,$159.00
20707,Jeff,2022-06-13,,Private room in villa,Private room,$62.00
20708,Sean,2015-11-21,Venice,Entire home,Entire home/apt,$523.00
20709,Denish,2014-10-12,Eastside,Entire bungalow,Entire home/apt,$270.00
20710,Glory,2022-05-23,,Entire condo,Entire home/apt,$97.00
20711,Candis,2015-11-17,Southwest Hills,Entire villa,Entire home/apt,$216.00
20712,Patricia,2022-07-19,Northeast Los Angeles,Private room in guest suite,Private room,$70.00
20713,Sarah,2012-06-21,Central LA,Private room in rental unit,Private room,$100.00
20714,TAG And Family,2022-07-21,,Entire condo,Entire home/apt,$120.00
20715,Sara,2013-01-20,Brentwood,Private room in condo,Private room,$67.00
20716,Tanya,2015-07-01,Florence-Graham,Entire condo,Entire home/apt,$92.00
20717,Jenny,2019-09-29,,Entire guest suite,Entire home/apt,$82.00
20718,Rana,2018-05-04,,Entire guest suite,Entire home/apt,$105.00
20719,Marisela,2020-10-09,,Private room in home,Private room,$56.00
20720,Edgar,2018-07-14,Hawthorne,Private room in home,Private room,$75.00
20721,Oraklus,2017-09-14,Mid City,Entire home,Entire home/apt,$537.00
20722,Olivia,2021-09-29,Central LA,Entire condo,Entire home/apt,$125.00
20723,Ivy,2020-02-25,,Entire home,Entire home/apt,$285.00
20724,Manuel,2022-04-14,,Entire guesthouse,Entire home/apt,$170.00
20725,Matt,2014-06-04,Mid City,Entire guesthouse,Entire home/apt,$72.00
20726,Joseph,2016-05-21,Riverside Rancho,Entire rental unit,Entire home/apt,$150.00
20727,Mary Lou,2022-07-21,,Private room,Private room,
20728,Rachael Ann,2019-06-24,,Entire condo,Entire home/apt,"$1,114.00"
20729,Safira,2019-07-25,,Private room in guest suite,Private room,
20730,Nadia,2012-08-15,Silver Lake,Entire home,Entire home/apt,$160.00
20731,Ray,2022-07-21,Central LA,Private room in rental unit,Private room,$95.00
20732,Richard,2016-08-02,,Entire condo,Entire home/apt,
20733,Xuebao,2022-06-28,,Private room in rental unit,Private room,
20734,Farzad,2022-07-22,Winnetka,Entire home,Entire home/apt,$211.00
20735,Farzin,2015-06-09,Palms,Entire rental unit,Entire home/apt,$90.00
20736,Austin,2017-10-30,San Pedro,Entire home,Entire home/apt,$202.00
20737,Yan,2018-01-19,La Colonia Independencia,Entire rental unit,Entire home/apt,$155.00
20738,Aaron,2013-08-06,Marina Del Rey,Entire home,Entire home/apt,$712.00
20739,Sheida,2019-06-25,Century City,Entire guesthouse,Entire home/apt,$222.00
20740,Brandon Jeffrey,2022-07-17,Sunset Park,Entire guesthouse,Entire home/apt,$175.00
20741,Crystal,2015-02-07,Central LA,Entire villa,Entire home/apt,$512.00
20742,John,2019-03-03,,Entire home,Entire home/apt,"$1,500.00"
20743,Carla,2020-09-22,Downtown Los Angeles,Entire rental unit,Entire home/apt,$134.00
20744,Drew,2016-04-21,,Entire rental unit,Entire home/apt,$157.00
20745,Tina,2021-11-15,Central LA,Entire home,Entire home/apt,$550.00
20746,Brilliant,2022-08-04,,Entire home,Entire home/apt,$539.00
20747,Mike,2012-06-25,Northeast Los Angeles,Entire home,Entire home/apt,$418.00
20748,Jennyfer,2022-07-22,,Entire guesthouse,Entire home/apt,$97.00
20749,Kara,2016-10-30,Whittier,Entire home,Entire home/apt,$430.00
20750,Jong,2011-07-05,Koreatown,Entire condo,Entire home/apt,$145.00
20751,Anthony,2016-08-17,Eastern Malibu,Entire home,Entire home/apt,$375.00
20752,Sara,2013-01-20,Brentwood,Private room in condo,Private room,$45.00
20753,Smriti,2018-06-16,,Entire home,Entire home/apt,$215.00
20754,Josh,2014-11-10,Lake Balboa,Entire rental unit,Entire home/apt,$106.00
20755,Marina,2014-11-07,Bel Air/Beverly Crest,Entire home,Entire home/apt,"$6,536.00"
20756,Mahyar,2018-02-04,Northridge,Entire home,Entire home/apt,$320.00
20757,Terry,2012-11-03,Sherman Oaks,Entire home,Entire home/apt,$200.00
20758,Lyudmyla,2017-09-08,,Private room in home,Private room,$55.00
20759,Tony,2022-07-04,,Entire home,Entire home/apt,$303.00
20760,Sean,2016-02-26,Mid City,Private room in home,Private room,$94.00
20761,Reda Fakery,2020-10-19,Pico,Entire rental unit,Entire home/apt,$80.00
20762,Emma,2015-07-24,Central LA,Private room in villa,Private room,$106.00
20763,Doris,2014-04-03,Mid-City,Entire home,Entire home/apt,$275.00
20764,Katie,2019-03-01,,Entire home,Entire home/apt,$395.00
20765,Michael Lukche,2020-07-10,,Private room in guest suite,Private room,$38.00
20766,Michael Lukche,2020-07-10,,Entire guesthouse,Entire home/apt,$53.00
20767,Michael Lukche,2020-07-10,,Private room in guest suite,Private room,$41.00
20768,Alexia,2021-09-06,Westchester,Entire home,Entire home/apt,$125.00
20769,Victoria,2014-04-20,Valley Village,Entire home,Entire home/apt,$274.00
20770,Elijah,2016-12-07,Mid City,Entire home,Entire home/apt,$375.00
20771,Mandy,2022-07-22,,Entire guesthouse,Entire home/apt,$135.00
20772,George,2019-02-28,Downtown,Entire condo,Entire home/apt,$271.00
20773,Frenchie,2018-04-11,,Private room in condo,Private room,
20774,Brian,2012-02-26,Silver Lake,Entire home,Entire home/apt,$356.00
20775,Sara,2013-01-20,Brentwood,Private room in condo,Private room,$42.00
20776,Candis,2015-11-17,Southwest Hills,Entire home,Entire home/apt,$344.00
20777,Kevin,2015-08-11,Central LA,Entire rental unit,Entire home/apt,$150.00
20778,Naomi,2017-05-16,Central LA,Private room in rental unit,Private room,$48.00
20779,Nala,2022-07-23,Central LA,Entire home,Entire home/apt,$379.00
20780,Laquesha,2019-05-06,Westlake,Entire rental unit,Entire home/apt,$600.00
20781,Alison,2012-08-07,Glenwood,Entire home,Entire home/apt,$285.00
20782,Zhongyong,2018-06-01,El Monte,Private room in bungalow,Private room,$35.00
20783,Sulma,2015-07-20,Baldwin Park,Entire townhouse,Entire home/apt,$227.00
20784,Henry,2022-07-19,,Entire home,Entire home/apt,$243.00
20785,Rovin,2017-11-07,Citrus Grove,Entire bungalow,Entire home/apt,$204.00
20786,Yongyan,2016-01-02,Downtown Los Angeles,Entire condo,Entire home/apt,$165.00
20787,Mansour,2022-03-14,Palms,Entire home,Entire home/apt,$127.00
20788,Ru,2015-04-16,Burbank,Room in hotel,Private room,"$2,090.00"
20789,Charlana Cawana,2016-09-25,South Los Angeles,Entire home,Entire home/apt,$141.00
20790,Alice L,2013-06-01,,Entire townhouse,Entire home/apt,$133.00
20791,Jaymie,2016-09-07,Harbor,Private room in home,Private room,$50.00
20792,Kevin,2015-11-10,Central LA,Entire loft,Entire home/apt,$150.00
20793,Jessica,2016-10-27,,Entire guest suite,Entire home/apt,$133.00
20794,Viviana,2019-09-04,,Entire guesthouse,Entire home/apt,$178.00
20795,Carrie,2015-01-24,,Entire home,Entire home/apt,$211.00
20796,Aryanna,2014-06-16,,Entire townhouse,Entire home/apt,$327.00
20797,King,2020-10-15,Garvey,Entire home,Entire home/apt,$85.00
20798,Shawn,2015-10-04,Downtown Los Angeles,Entire loft,Entire home/apt,$171.00
20799,King,2020-10-15,Garvey,Entire home,Entire home/apt,$93.00
20800,Alex,2021-12-08,Valencia,Entire condo,Entire home/apt,$268.00
20801,Rachel,2015-07-10,Mid City,Entire home,Entire home/apt,$95.00
20802,Ale,2021-06-20,Clarkdale,Private room in condo,Private room,$88.00
20803,Mordehay,2017-12-09,Tarzana,Entire home,Entire home/apt,$326.00
20804,Alex,2014-01-02,Central LA,Entire guest suite,Entire home/apt,$214.00
20805,Scott,2022-07-19,Alamitos Beach,Entire home,Entire home/apt,
20806,Rosie,2015-11-21,,Entire home,Entire home/apt,$175.00
20807,Rosie,2015-11-21,,Entire home,Entire home/apt,$572.00
20808,Bora,2021-11-05,Wilshire Center,Entire rental unit,Entire home/apt,$181.00
20809,Chris,2021-07-17,Central LA,Entire rental unit,Entire home/apt,$241.00
20810,Kelly,2016-04-07,,Private room in home,Private room,$46.00
20811,Alberto,2015-12-16,,Entire home,Entire home/apt,
20812,Beatriz,2017-01-07,Mid City,Private room in townhouse,Private room,$77.00
20813,Boris,2019-09-28,,Entire guesthouse,Entire home/apt,$116.00
20814,Alena,2021-12-01,Woodland Hills,Entire place,Entire home/apt,$200.00
20815,Tony,2022-07-24,,Camper/RV,Entire home/apt,$144.00
20816,Yamileth,2015-04-04,,Entire home,Entire home/apt,$83.00
20817,Emma,2015-07-24,Central LA,Private room in villa,Private room,$100.00
20818,David,2017-03-07,North Hollywood,Entire guesthouse,Entire home/apt,
20819,David,2017-03-07,North Hollywood,Entire guest suite,Entire home/apt,
20820,Sakona,2017-12-21,West Los Angeles,Entire home,Entire home/apt,$260.00
20821,Miles,2016-02-28,West Hollywood West,Entire villa,Entire home/apt,$855.00
20822,Eren And Mike,2019-09-04,Old Lakewood City,Private room in home,Private room,$99.00
20823,Jessica,2012-03-02,South Beach,Entire home,Entire home/apt,
20824,Ofir,2012-11-25,Westchester/Playa Del Rey,Entire home,Entire home/apt,$706.00
20825,Joy,2021-11-04,North Redondo,Entire guesthouse,Entire home/apt,$162.00
20826,Michael Anthony,2014-11-23,,Entire guest suite,Entire home/apt,$130.00
20827,Nisa,2010-09-01,Venice,Private room in bungalow,Private room,
20828,Amar,2018-08-24,West Los Angeles,Entire guesthouse,Entire home/apt,$130.00
